"links";"titulos";"abstrac"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742017000200005&lang=pt";"Discursos sobre clase social y meritocracia de escolares vulnerables en Chile";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                ABSTRACT This article presents and analyzes discourses of a group of children considered “vulnerable” about the influence of social class in school success or failure, in which meritocracy plays an important role. First, we analyzed the concept of meritocracy and its relationship to modernity and education. Then, we described the methodology used with the children, which provided information through a game of social identities. The analysis was accomplished through Critical Discourse Analysis, as we were also interested in observing and analyzing argumentative interactions. The results identify three discourses (“the small Bourdieu”, “the pessimist critics” and “the American dream”) and a predominant place of meritocracy as an explanatory factor of school success in the unprivileged social groups. Finally, we discuss the meritocratic discourses and their heavy burden in unequal societies such as the Chilean one.                                        RÉSUMÉ Cet article présente et analyse les discours d´un groupe d´enfants dits vulnérables dans le cadre de l´ínfluence de la classe sociale dans le succès et l´échèc scolaire où la méritocratie joue um rôle importante. D´abord le concept de méritocratie est analysé par rapport à la Modernité et à l´éducation. Ensuite est décrite la méthodologie utilisée avec les enfants qui ont fourni l´ínformation par moyen d´un jeu d´identités sociales. L´analyse a eu recours à l´analyse critique du discours parce qu´elle permettait d´observer et d´analyser les interactions argumentatives. Les résultats identifient trois discours (“les petits Bourdieu”, “les critiques pessimistes” et les “rêve américain”) et le rôle predominant de la méritocratie comme facteur explicatif du succès scolaire dans les groupes sociaux non privilégiés. Finalement sont discutés les discours méritocratiques et son poids écrasant dans les sociétés inégales comme la chilienne.                                        RESUMO Este artigo apresenta e analisa alguns discursos de um grupo de crianças consideradas “vulneráveis” no tocante à influência da classe social no sucesso ou fracasso escolar, no qual a meritocracia desempenha um papel relevante. A princípio, analisa-se o conceito de meritocracia e sua relação com a Modernidade e a Educação. Descreve-se a metodologia utilizada com as crianças, com a qual se obteve informação por meio de um jogo de identidades sociais, enquanto a análise foi realizada através de uma Análise Crítica do Discurso, pois também nos interessava observar e analisar as interações argumentativas. Os resultados distinguem três discursos (“os pequenos Bourdieu”, “os críticos pessimistas” e os “sonho americano”) e um lugar predominante da meritocracia como fator explicativo do sucesso escolar nos grupos sociais não privilegiados. Finalmente são discutidos os discursos meritocráticos e seu violento peso em sociedades desiguais como a chilena.                                        RESUMEN Este artículo presenta y analiza algunos discursos de un grupo de niños considerados “vulnerables” en relación a la influencia de la clase social en el éxito o fracaso escolar, donde la meritocracia tiene un lugar relevante. Al inicio se analiza el concepto de meritocracia y su relación con la Modernidad y la Educación. Se describe la metodología utilizada con los niños, en que se levantó información con un juego de identidades sociales, mientras que el análisis se llevó a cabo a través de Análisis Crítico de Discurso, ya que nos interesaba también observar y analizar las interacciones argumentativas. Los resultados distinguen tres discursos (“los pequeños Bourdieu”, “los críticos pesimistas” y los “sueño americano”) y un lugar predominante de la meritocracia como factor explicativo del éxito escolar en los grupos sociales no privilegiados. Finalmente se discuten los discursos meritocráticos y su carga violenta en sociedades desiguales como la chilena."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052009000100006&lang=pt";"DIVERSIDAD EDUCATIVA EN EDUCANDOS DEL SISTEMA DE PROTECCION SOCIAL \"CHILE SOLIDARIO\"1 DE LA COMUNA DE VALPARAISO: RESULTADOS DE UN ESTUDIO EXPLORATORIO[ign]* [title language=en]Educative diversity in pupil of the system of social protection \"Shared in common Chile\" of the commune of Valparaiso: results of an exploratory study";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         El artículo presenta los resultados de un estudio exploratorio sobre la relación entre vulnerabilidad social y educativa en educandos que pertenecen a familias del Programa Puente y cursan segundo ciclo de educación parvularia y primer ciclo de educación básica. La relación se explora desde una perspectiva de educación inclusiva, con el propósito de discutir la \"creencia\" que plantea que dicha relación es directa, es decir, que por el solo hecho de pertenecer a este segmento socioeconómico tendrían una alta vulnerabilidad educativa, asociada a fracaso escolar. Para adentrarnos en la situación escolar de cada educando y establecer la relación, se construyó un índice que permitió evidenciar una diversidad de resultados educativos en la población estudiada aun cuando pertenecen al mismo grupo socioeconómico, concluyendo que la relación no es directa.                                        The article presents the results of an exploratory research on the relationship between social and educational vulnerability in pupils from families that benefit from the Puente Project, and that currently attend the high school early years education, and the first cycle of primary school education. The relationship is analysed from an inclusive education perspective. It aims to examine the belief that this relationship is direct and that the mere fact of pertaining to low socioeconomic segment means a high educational vulnerability, which is associated to failure at school. To this end, an index was built that eventually signalled a great diversity of educational results in the population analysed even though they belonged to the same socioeconomic segment, leading to the conclusion that the relationship is not direct."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95532007000200006&lang=pt";"FACTORES DE RIESGO BIOPSICOSOCIAL QUE INFLUYEN EN EL FRACASO ESCOLAR EN ALUMNOS VULNERABLES DE ESCUELAS MUNICIPALIZADAS DE LA COMUNA DE SAN PEDRO DE LA PAZ, 2005";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Estudio descriptivo correlacional de corte transversal, cuyo propósito fue conocer las características de salud en las dimensiones biológicas y psicosociales de escolares de alta vulnerabilidad y relacionarlas con su rendimiento y fracaso escolar. El grupo de estudio estuvo constituido por 148 escolares de segundo año básico, de dos escuelas de San Pedro de la Paz, Concepción, Chile, cuyos índices de vulnerabilidad escolar correspondían a 62% y 46,3% respectivamente, según encuesta de la Junta Nacional de Auxilio Escolar y Becas (JUNAEB). Los datos recolectados a través de un examen de salud y entrevista se registraron en una ficha elaborada por el proyecto del Fondo Nacional de Desarrollo Científico y Tecnológico (FONDECYT) N° 1040622. Los resultados señalaron que en la dimensión biológica, las niñas tuvieron más tendencia al sobrepeso: el 43,7% de los niños presentaron caries y el 26,8% no tenían hábitos de sueño, estas variables se relacionaron con el rendimiento escolar en Matemáticas y promedio general de notas. En la dimensión psicosocial, el 16,9% de los escolares vivían en familias monoparentales, el 34,5 % recibió castigo psicológico en su hogar y el 17,6% no recibió ayuda para hacer las tareas. Los escolares refirieron agrado por la escuela y les gustó su profesora como modelo para aprender. Se puede concluir que el estado de salud de los niños y niñas era aceptable, que les gustaba ir a la escuela. Los factores de fracaso escolar principalmente son: por la falta de apoyo en tareas y por factores de riesgo que existían en sus familias como: alcoholismo, violencia intrafamiliar, cesantía y consumo de drogas                                        This is a descriptive correlational study whose overall purpose was to know biological and psychosocial characteristics of elementary school students from highly vulnerable areas. The relationship between these characteristics and school failure was also examined. The study group was formed by 148 grade two students from two high risk schools in San Pedro de la Paz, Concepción, Chile. According to the National School Support and Scholarships Board (JUNAEB) vulnerability indices for these schools were 62% and 46.3% respectively. Data collection was done through a health assessment session and an interview based on a questionnaire developed for a FONDECYT-funded research grant No 1040622. Results showed that in the biological dimension, girls tended to be overweight, 43.7% of boys had dental cavities, and 26.8% did not have good sleep habits. These variables were significantly related to both students' performance in Mathematics and the student's grade point average. In the psychosocial dimension, 16.9% of students lived in single-parent families, 34.5% of them suffered from psychological abuse in their homes, and 17.6% did not receive any help at home to do their homework. Students reported enjoying both their school and their school teacher as a learning model. We conclude that the health status of both boys and girls was acceptable and that students enjoyed going to school. Among risk factors for school failure were lack of support to do school homework and family factors including domestic violence, alcohol consumption, and unemployment"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782017000400231&lang=pt";"Educación de adultos en Chile: percepciones y valoraciones de sus beneficiarios";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        RESUMEN El propósito del artículo es analizar las percepciones de los beneficiarios de la principal modalidad de educación de adultos en Chile respecto de su experiencia educativa. El estudio se basa en un enfoque empírico analítico, y diseño no experimental. La muestra cuantitativa se obtuvo por conglomerados representativos de centros educativos de Santiago de Chile y permitió encuestar a 252 individuos que asisten a la modalidad regular. La muestra cualitativa consideró 30 estudiantes que fueron abordados por la vía de entrevistas estructuradas. Los resultados confirman que esta población proviene de grupos con bajo nivel socioeconómico, con historial de fracaso escolar reiterado, y que la representación del fracaso escolar la asocian a desempeños individuales más que a factores de contexto. Es por ello que el fracaso es percibido como un acto de irresponsabilidad, aun cuando los antecedentes muestran que el fenómeno es multicausal, donde intervienen factores externos e internos al sistema escolar.                                        ABSTRACT The purpose of this paper is to analyze the perceptions and assessments of the beneficiaries of the main modality of adult education in Chile with regard to their educational experience. The study is based on an analytical empirical approach, and non-experimental design. A quantitative representative sample was obtained by clusters of schools in Santiago de Chile and allowed to survey 252 individuals attending the regular modality. The qualitative sample considered 30 students who were approached through structured interviews. The results confirm that this population comes from lower socioeconomic groups, with a history of repeated academic failure, but also support the conclusion that the representation of school failure is associated with individual performances rather than contextual factors. School failure is presented as an act of personal irresponsibility, even though the antecedents show it is a multicausal phenomenon, where external and internal factors intervene in the school system.                                        RESUMO O objetivo do trabalho é analisar as percepções e avaliações dos beneficiários do principal sistema de educação de adultos no que diz respeito à sua experiência educacional. O estudo baseia-se numa abordagem empírico-analítica de design não experimental. A amostra quantitativa foi obtida por agrupamentos, representativos de centros educativos da cidade de Santiago do Chile, e permitiu o levantamento de 252 casos. A amostra qualitativa considerou 30 alunos que foram abordados por meio de entrevistas estruturadas. Os resultados confirmam que essa população vem de grupos com baixo nível socioeconômico, com um histórico de insucesso escolar repetido, no qual a consequência do fracasso escolar é associada aos desempenhos individuais, em vez de a fatores externos. Por isso o fracasso é assumido como um ato de irresponsabilidade pessoal, mesmo quando os antecedentes mostram que o fenômeno é multicausal, em que intervêm fatores externos e internos ao sistema escolar."
"http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-81042015000200010&lang=pt";"Educación de adultos, hegemonía - subalternidad. Una investigación cualitativa en Bahia Blanca - Argentina";"|                                                                                                                      |                                                                                                                                                             We will present the results of a Doctoral Thesis on History that addresses the relations of hegemony - subalternity occurred in the pedagogical processes unwrapped under the 'daily life- - in its diachrony and synchrony - of men and women, most of them migrants from Chile and Patagonia Argentina who attended to adult schools in the city of Bahia Blanca beween.1999-2003. This research work used qualitative methodologies (ethno graphic field work, participative methodologies, oral history). Oral sources and written sources were triangulated. The results of this research study can contribute to know and explain the cultural and educational processes of subaltern groups, both, in regard to the relationship of speech with the processes of hegemony as the place of children in society in the of colonial capitalism context, the relationship between education and culture as well as to understand the place of women, girls, youths and adults in labor relation. The different dimensions where popular culture is displayed (speaking, work, games, literature, religion, music) have allowed us to have access to the context in which relations of hegemony-subalternity and where process of subjectivization occur and how these processes are lived. We looked into the experience of adult education in the present of the participants of the workshops. We developed a reflection around the hegemony in the theoretical tradition of Marxism. This study is a contribution for both theoretical elaboration as well as the methodology since it has allowed us to validate qualitative research methods, oral history and participant methodologies for research in the field of education                                        Expondremos los resultados de una Tesis Doctoral en Historia que aborda las relaciones de hegemonía - subalternidad que se han dado en los procesos pedagógicos desenvueltos en el marco de la vida cotidiana -en su diacronía y sincronía- de hombres y mujeres, en su mayoría migrantes de Chile y de la patagonia argentina y que concurrían a escuelas de adultos en la ciudad de Bahía Blanca entre 1999-2003. En la investigación se emplearon metodologías eminentemente cualitativas (trabajo de campo etnográfico, metodologías participativas, historia oral). Se triangularon fuentes orales con documentos escritos. Los resultados de esta investigación pueden contribuir a conocer y explicar los procesos culturales y educacionales de los grupos subalternos, tanto en lo que hace a la relación del habla con los procesos de hegemonía como al lugar de los niños en las sociedades en el contexto del capitalismo colonial, la relación entre escolarización y cultura, así como a comprender el lugar de las mujeres, niñas, jóvenes y adultas en relación al trabajo. Las distintas dimensiones en las que se despliega la cultura popular (habla, trabajo, juegos, literatura, religiosidad, música) nos han permitido acceder al contexto en que se inscriben las relaciones de hegemonía-subalternidad en que se dan los procesos de subjetivación y cómo se viven estos procesos. Se indaga también en la experiencia de la educación de adultos en el presente de los participantes de los talleres. Desarrollamos asimismo en el trabajo una reflexión en torno a la hegemonía en la tradición teórica del marxismo. Este estudio constituye un aporte tanto a nivel de elaboración teórica como desde lo metodológico puesto que nos ha permitido validar los métodos de investigación cualitativa, la historia oral y las metodologías participativas para la investigación en el campo de la educación"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-69242014000300007&lang=pt";"Educación de adultos e inclusión social en Chile";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Pese al gran volumen de población con escolaridad incompleta que se observa en la actualidad en Chile, la re-escolarización no ha constituido una prioridad para los gobiernos. El presente artículo analiza el perfil de los estudiantes que frecuentan este tipo de programas y su grado de inclusión social a dinámicas sociales. La caracterización se hizo por medio de una encuesta a beneficiarios de programas de re-escolarización y de un índice de inclusión social. El análisis de estos programas muestra una realidad compleja, con grandes diferencias entre los diferentes tipos de programas y al interior de ellos. Existen personas integradas al sistema, con trabajo estable y familias a su cargo; y otras con mayor vulnerabilidad y en riesgo social. Estas situaciones se traducen en un abanico de problemas sociales, distintos niveles de inserción societal-laboral, y expectativas futuras disímiles. Dicha diferenciación da cuenta de distintos grados de inclusión o exclusión a nivel de sistema, lo cual obliga al Estado a enfrentar la educación de adultos, haciéndose cargo de dicha diversidad, independiente del nivel de vulnerabilidad que esta población presente.                                        Despite the large number of people with incomplete schooling currently observed in Chile, back-to-school programs have not been a government priority. This article analyzes the profiles of students that use this type of programs, and the degree to which this leads to social inclusion and dynamics. In order to characterize them, we used a survey filled out by beneficiaries of back-to-school programs and a social inclusion index. The analysis of these programs reveals a complex reality, with large differences, both across the various types of programs and inside them. Some people do integrate into the system. They have a steady job and up bring their families, while some others are more vulnerable and at social risk. These situations map into a wide spectrum of social problems, different levels of societal and job insertion, and unequal future expectations. These differences reveal different degrees of inclusion or exclusion at the system level, which in turn compel the Administration to deal with adult education, facing that there is a diversity of realities, regardless of the level of vulnerability of this population."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362014000100008&lang=pt";"La Educación de Adultos en Chile: Experiencias y Expectativas de los Estudiantes de la Modalidad Regular";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hoy nos vemos enfrentados al reto continuo de adaptarnos a las exigencias de un mundo en constante cambio. En este contexto, la educación adquiere una importancia fundamental, en especial los programas dirigidos a la población mayor de 18 años que no ha concluido sus estudios primarios y/o secundarios, ello considerando las consecuencias negativas que la escolaridad incompleta tiene sobre las personas adultas. En este contexto, el presente artículo tiene como objetivo central indagar -desde una perspectiva cualitativa- en las experiencias y expectativas de los estudiantes de la principal modalidad de educación de adultos existente en Chile, la modalidad regular. Los resultados muestran que las motivaciones para retomar los estudios escolares se asocian tanto a factores de carácter práctico como personales. Además, se destacan entre los factores de permanencia al interior de esta modalidad la buena convivencia, así como el apoyo brindado por las familias y los profesores.                                        Hoje enfrentamos o desafio continuo da adaptação às exigências de um mundo em constante mudança. Neste contexto, a educação adquire uma importância fundamental, em especial os programas dirigidos à população maior de 18 anos que não concluiu o ensino primário ou o secundário, isto considerando as consequências negativas que a escolaridade incompleta tem nas pessoas adultas. Neste contexto, o presente artigo tem por objetivo central indagar -de uma perspectiva qualitativa- nas experiências e expectativas dos estudantes da principal modalidade de educação de adultos que existe no Chile, a modalidade regular. Os resultados mostram que as motivações para retomar os estudos se associam tanto com fatores de caráter prático quanto com os pessoais. Além disso, destacam entre os fatores de permanência no interior desta modalidade a boa convivência, assim como o apoio outorgado pelas famílias e os professores.                                        Today we face the ongoing challenge of adapting to the demands of a changing world. In this context, education is fundamental, especially programs for the population over 18 years old who have not completed primary/secondary school, considering negative consequences that incomplete schooling has on adults. In this context, the main objective of this article is to investigate, from a qualitative perspective, the experiences and expectations of students in the main mode of adult education existing in Chile, the regular mode. The results show that the motivations to resume schooling are associated with both practical and personal factors. In addition, among the important factors to stay within this mode are conviviality as well as the support provided by families and teachers."
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982011000300007&lang=pt";"Investigación en aula en educación de adultos: el proyecto nuestra escuela pregunta su opinión-nepso";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                            El artículo reflexiona sobre aprendizajes de la aplicación de una metodología de investigación participativa en aula, basada en encuestas de opinión (Nuestra Escuela Pregunta Su Opinión-NEPSO). Uno de los niveles educativos en que se desarrolla es el de la Educación de Adultos. Desde el año 2005 el Centro Integrado de Educación de Adultos Lefxarv de la Región de La Araucanía en Chile lo impulsa con un proyecto educativo intercultural. Esta innovación pedagógica ha ido abarcando el conjunto de los diversos niveles en que este CEIA estructura su organización curricular: metodología de investigación en aula a través de encuestas de opinión. El artículo presenta su proceso pedagógico y resultados referidos a logros de aprendizajes, integración curricular, diversidad y trabajo docente, reflexiona sobre ellos y discute una evaluación a partir de un estudio de impactos de la metodología en los aprendizajes y de otra información analítica complementaria recogida desde los procesos de autoformación docente y de sistematización.                                        The article reflects on learning outcomes arising from the application of a participative, investigative methodology in the classroom, based on the questionnaire (Our School Asks Your Opinion - NEPSO). One of the educational levels in which it has been evolving, is that of Adult Education. Since 2005, the Integrated Adult Education Centre, Lefxarv of the Araucania Region, Chile, has helped to develop it with their InterCultural Education Project. This pedagogical innovation has managed to include the diverse set of levels that the CEIA uses to structures its curriculum: a classroom investigation methodology dependant on the use of public opinion surveys. This article presents the pedagogical process and the results, referring to the learning achievements, curricular integration, diversity and educational work, reflecting on these and discussing an evaluation which commences from an impact study of the methodology and the learning achievements and of other complementary analytical information, identified from the outset of the self developmental educational processes and their systematisation."
"http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000400005&lang=pt";"Primer \"Entrenamiento en Metodologías de Investigación Clínica en Chile\" (EMIC-Chile): Fundamentos psicoeducativos";"|                                                                                                                                                         EMIC-Chile (\"Entrenamiento en Metodologías para la Investigación Clínica en Chile\") is an academic project developed in Chile during 2008 to train health professionals in clinical research. The purpose of this initiative was to improve the quality of research projects that are submitted to apply for public funding. The aim of this article is to describe the psycho-educative theories that supported this training program, its structure, methods and evaluation. Firstly, the program is described in detail. Secondly, psycho-educative theories are described, with special emphasis of social learning theory and education for adults. Finally, implications of EMIC-Chile are stated, in order to improve future research training experiences in Chile. It is expected that this article enhance other research experts to create and develop new training programs in this field. This should progressively strength clinical research in our country.                                        EMIC-Chile (\"Entrenamiento en Metodologías para la Investigación Clínica en Chile\") es un proyecto académico desarrollado durante el año 2008 en Chile para entrenar a profesionales de la salud y disciplinas afines en metodología de investigación clínica, con el objetivo de aumentar la calidad de los proyectos de investigación con fines concursables en nuestro país. El propósito de este artículo es dar a conocer el programa y sus fundamentos teóricos de enseñanza-aprendizaje, que estuvieron en la base de la estructura, metodología, evaluación y sistematización del conocimiento entregado. Para ello, primero se describe el programa, la metodología, la evaluación y el seguimiento. Posteriormente se detallan los aspectos psicoeducativos considerados, con especial énfasis en el aprendizaje social y la educación de adultos. Finalmente, se discute en torno a las posibles consideraciones de este programa para futuras intervenciones educativas en investigación en salud en Chile. Se espera que esta experiencia y sus fundamentos educativos sirvan de motor para futuras iniciativas en el área, a favor de la investigación en salud en Chile."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052010000200015&lang=pt";"EQUIDAD, INEQUIDAD Y EDUCACION SUPERIOR: APRENDIZAJES DE UN PREUNIVERSITARIO PARA JOVENES DE LA EDUCACION DE ADULTOS";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     El artículo presenta y reflexiona sobre un conjunto de aprendizajes generados desde una experiencia inédita en Chile: la organización (2009) del primer Preuniversitario dirigido solamente a estudiantes de educación de adultos. Los preuniversitarios son expresiones de cómo el sistema educacional regular y el de educación superior reproduce la desigualdad en el acceso a la Universidad. La experiencia fue estudiada sistemáticamente: observada, registrada, acompañada y evaluada, por un equipo académico de la Universidad de La Frontera, responsable de la experiencia. Los resultados y aprendizajes de este estudio analizan la inequidad de la relación entre la invisible educación de adultos de enseñanza media y la educación superior, desde una acción que busca alterar, en parte, esta situación reconociendo el cambio generacional que se está produciendo en la educación de adultos.                                        O artigo apresenta e reflete sobre um conjunto de aprendizados gerados a partir de uma experiência inédita no Chile: a organização (2009) do primeiro Pré-universitário orientado somente a jovens estudantes da educação de adultos. Os pré-universitários são expressões de como o sistema educacional regular e o da educação superior reproduzem a desigualdade no acesso à universidade. A experiência foi estudada sistematicamente: observada, registrada, acompanhada e avaliada por uma equipe acadêmaica da Universidade de la Frontera, responsável da experiência. Os resultados e aprendizados desse estudo analisam a iniqüidade da relação entre a educação de adultos invisível de ensino médio e da educação superior, desde uma ação que procura modificar, em parte, essa situação reconhecendo a mudança de geração que se esta produzindo na educação de adultos.                                        The article presents and reflects about a set of learnings generated by an unprecedented experience in Chile: the organization of the first (2009) precollege institute implemented only to students of adults' education. The preco-llege institutes are an expression of how the regular educational system and that of the higher education reproduce the inequity regarding the college or university access. The experience was systematically studied: observed, registered, accompanied and evaluated by an academic team from the University de La Frontera that was in charge of the experience. The results and learnings of this study analyze the inequity of the relation between the invisible education of adults attending secondary and higher education, starting from an action that partly sought to alter this situation recognizing the generational change taking place in the adults' education."
"http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100005&lang=pt";"Paulo Freire: una pedagogía desde América Latina";"|                                                                                                                      |                                                                                                                                                             In this paper a survey is made through the work of Paulo Freire, whose thought was a rich contribution to the field of Education during the Twentieth Century. Our effort to historicize it took us to go along the intellectual course of that Brazilian pedagogue from his first working experiences in Brazil, through the ones he held in Chile and some African countries undergoing decolonization processes, and back to his home country when the political conditions allowed it, where he was engaged with the proposals of the Party of the Workers (Partido de los Trabajadores -PT-). The research aimed to recover some of the richer aspects of Freire's contributions in order to connect them to specific educational problems of youngsters and adults and to theoretical developments related to communication and culture.                                        Este artículo presenta una revisión del trabajo desarrollado por Paulo Freire, cuyo pensamiento constituye un fecundo aporte realizado al campo de la Educación durante el siglo XX. En un esfuerzo de historización, se realiza un recorrido por el proceso intelectual del pedagogo brasileño, desde sus primeras experiencias de trabajo en Brasil, pasando por Chile y países africanos en procesos de descolonización, y regresando a su país natal cuando las condiciones políticas se lo permitieron, comprometido con la propuesta del Partido de los Trabajadores. La investigación que da origen a este artículo se propuso recuperar algunos de los aspectos más fecundos del aporte freireano, para vincularlos a problemáticas especificas de la educación de jóvenes y adultos y a desarrollos teóricos ligados a la comunicación y la cultura."
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302002008100005&lang=pt";"Acerca del dominio del código de la escritura en América Latina y su relación con los desafíos actuales: conclusiones de una investigación en siete países de América Latina";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                This article approaches the decreases in illiteracy rates in Latin America indicating that, even in the countries where such rates are lower, the adult population without complete education still represents a very high percentage. It also exposes some conclusions of the research sponsored by UNESCO/OREALC, that focused on the literacy of adult populations in the capital or main cities of Argentina, Brazil, Colombia, Chile, Mexico, Paraguay and Venezuela from both quantitative and qualitative perspectives. The most important result highlighted is that in those countries complete education does not guarantee one masters reading and mathematics skills. The importance of the use of competence, specially at work, and the relevance of such variables as parents' schooling and place of birth, among others, are also stressed. At the same time, the study draws the attention to the importance of considering the Youth and Adult Education in the educational reforms, especially owing to the requirements of our information and knowledge society, under which the adult population is already working.                                        El artículo presenta la disminución de las tasas de alfabetización en América Latina, mostrando sin embargo que, incluso en los países en que esas tasas son muy reducidas, la población adulta con escolaridad incompleta representa un alto porcentaje. Más adelante, expone algunas conclusiones de la investigación - patrocinada por UNESCO/OREALC - que intentaba estudiar el alfabetismo de la población adulta en la capital o ciudades principales de Argentina, Brasil, Colombia, Chile, México, Paraguay y Venezuela, tanto en su fase cuantitativa como cualitativa. Como principal resultado destaca que en esos países, la escolaridad completa no garantiza un verdadero dominio de las competencias de lectura y matemáticas. Igualmente señala la importancia del uso de las habilidades, especialmente en el trabajo, y la relevancia que tienen en los resultados variables como la escolaridad de los padres, la zona de nacimiento, entre otras. Es, al mismo tiempo, una llamada de atención acerca de la importancia de considerar en las reformas educacionales emprendidas por los países a la Educación de Personas Jóvenes y Adultas, especialmente dadas las exigencias que demanda la sociedad de la información y el conocimiento a personas que ya se encuentran insertas en el campo laboral."
"http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872018000300002&lang=pt";"Formación ciudadana y abandono escolar: La ciudadanía negada";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         The article that we present exposes the contradictions between education for citizenship and school dropout. The first part analyzes the curricular initiatives in the Chilean educational policy with respect to education for citizenship in the school from the 90s to the year 2016. In the second part, dropout in secondary school and the daily reality of the subjects who leave school and feel abandoned by it, in contrast to the official curricular discourse, will be analysed. The experience of a denied citizenship, not being “part of the part” and not being able to benefit from the great right to education, is visible in the emerging matrices resulting from the analysis of the discourse of interviews with young people at risk of dropping out in Chile (in the north, centre and south of the country).                                        El artículo que presentamos expone las contradicciones entre la formación para la ciudadanía y el abandono escolar. La primera parte analiza las iniciativas curriculares en la política educativa chilena con respecto a la formación para la ciudadanía en la escuela desde la década del 90 hasta el año 2016. En la segunda parte, se aborda el abandono escolar en secundaria y la realidad cotidiana de los sujetos que abandonan la escuela y se sienten abandonados por ella, en contraste con el discurso curricular oficial. La vivencia de una ciudadanía negada, al no ser “parte de la parte” y no poder usufructuar del gran derecho a la educación, se visibiliza en las matrices emergentes producto del análisis del discurso de entrevistas realizadas a jóvenes en riesgo de abandono escolar en Chile (en las zonas norte, central y sur del país).                                        O artigo que apresentamos expõe as contradições entre a formação para a cidadania e o abandono escolar. A primeira parte analisa as iniciativas curriculares na política educacional chilena no que diz respeito à formação para a cidadania na escola desde os anos 90 até ao ano de 2016. Na segunda parte, aborda-se o abandono escolar e a realidade quotidiana dos sujeitos que abandonam a escola e se sentem abandonados por ela, em contraste com o discurso curricular oficial. A experiência de uma cidadania negada, não sendo “parte da parte” e não podendo beneficiar do grande direito à educação, é visível nas matrizes emergentes resultantes da análise do discurso de entrevistas com jovens em risco de abandono no Chile (no norte, centro e sul do país)."
